버스정류장ARS번호,버스정류장명,역번호,역명,거리
24503,복정역환승센터3번승강장,216,잠실(송파구청),0.05
24653,위례포레샤인.송파꿈에그린서문,216,잠실(송파구청),0.05
24654,송파꿈에그린서문.위례포레샤인,216,잠실(송파구청),0.05
24658,복정역환승주차장,216,잠실(송파구청),0.05
25010,길동사거리.강동세무서,215,잠실나루,0.03
25012,강동역,215,잠실나루,0.03
25013,천호역,214,강변(동서울터미널),0.03
25014,천호역,214,강변(동서울터미널),0.03
25101,강동공영차고지,214,강변(동서울터미널),0.08
25102,강동공영차고지,214,강변(동서울터미널),0.08
25103,고덕리엔파크1단지,214,강변(동서울터미널),0.08
25104,고덕리엔파크1단지,214,강변(동서울터미널),0.08
25105,해뜨는주유소,216,잠실(송파구청),0.08
25106,해뜨는주유소,216,잠실(송파구청),0.08
25123,길동사거리.강동세무서,216,잠실(송파구청),0.04
25125,강동역1번출구.동신중학교,215,잠실나루,0.03
25131,상일동역4번출구.센트럴푸르지오,216,잠실(송파구청),0.08
25132,상일동역6번출구.고덕아르테온,215,잠실나루,0.07
25133,상일동역1번출구,214,강변(동서울터미널),0.07
25134,상일동역8번출구,214,강변(동서울터미널),0.07
25135,고덕그라시움,216,잠실(송파구청),0.07
25136,고덕그라시움,216,잠실(송파구청),0.07
25137,고덕평생학습관.온조대왕체육관,215,잠실나루,0.06
25138,고덕평생학습관.온조대왕체육관,215,잠실나루,0.06
25139,고덕역,214,강변(동서울터미널),0.06
25140,고덕역,214,강변(동서울터미널),0.06
25141,배재중고등학교,216,잠실(송파구청),0.06
25142,배재중고등학교,216,잠실(송파구청),0.06
25143,동부기술교육원.장애인종합복지관,215,잠실나루,0.05
25144,동부기술교육원.장애인종합복지관,214,강변(동서울터미널),0.05
25145,명일초등학교,214,강변(동서울터미널),0.05
25146,명일초등학교,214,강변(동서울터미널),0.05
25147,암사3동주민센터(강동롯데캐슬퍼스트),214,강변(동서울터미널),0.05
25148,암사3동주민센터프라이어팰리스,214,강변(동서울터미널),0.05
25149,강일중.선사고,215,잠실나루,0.05
25150,강일중.선사고,213,구의(광진구청),0.05
25151,신암중학교,214,강변(동서울터미널),0.04
25152,신암중학교,214,강변(동서울터미널),0.04
25153,삼성광나루아파트.암사동유적,214,강변(동서울터미널),0.04
25154,삼성광나루아파트.암사동유적,214,강변(동서울터미널),0.04
25155,암사역선사현대아파트,215,잠실나루,0.04
25156,암사역2번출구.암사종합시장,215,잠실나루,0.04
25157,천호동공원,214,강변(동서울터미널),0.03
25158,천호동공원,214,강변(동서울터미널),0.03
25159,서울현대요양병원,214,강변(동서울터미널),0.03
25160,서울현대요양병원,214,강변(동서울터미널),0.03
25161,천호역2번출구.현대백화점,214,강변(동서울터미널),0.03
25162,천호역3번출구.현대백화점,214,강변(동서울터미널),0.03
25163,천호역,215,잠실나루,0.02
25164,강동구청역1번출구.영파여고,215,잠실나루,0.02
25232,명일역3번출구.래미안솔베뉴,214,강변(동서울터미널),0.05
25233,명일역2번출구,214,강변(동서울터미널),0.05
25234,명일역1번출구.명일전통시장,214,강변(동서울터미널),0.05
25235,명일역4번출구.명일전통시장,214,강변(동서울터미널),0.05
25236,굽은다리사거리,214,강변(동서울터미널),0.05
25237,굽은다리사거리,214,강변(동서울터미널),0.05
25238,십자성마을,215,잠실나루,0.04
25239,십자성마을,215,잠실나루,0.04
25240,길동역1번출구,215,잠실나루,0.04
25241,길동역3번출구,215,잠실나루,0.04
25242,서울프라임한방병원,216,잠실(송파구청),0.04
25243,서울프라임한방병원,214,강변(동서울터미널),0.04
25311,천동초교입구사거리,215,잠실나루,0.04
25312,천동초교입구사거리,215,잠실나루,0.04
25313,강동구청역농협중앙회,215,잠실나루,0.02
25348,굽은다리역구민회관.강동홈플러스,216,잠실(송파구청),0.05
25349,굽은다리역구민회관.강동홈플러스,216,잠실(송파구청),0.05
35160,동산동능모퉁이.한국지역난방공사,238,합정,0.09
35331,은평공영차고지,238,합정,0.05
38003,철산리버빌아파트,247,도림천,0.02
38079,철산리버빌아파트,247,도림천,0.02
